scientific_name,overwinteringStage,voltinism,diurnality,notes.x,onsetProblems,offsetProblems,overwintering.stage.y,voltinism.y,notes.y,WikiName,OrigSyn,Syn,validName
Paonias myops,E,M,N,NA,NA,NA,NA,NA,NA,Paonias myops," Smerinthus cerasi Boisduval, 1875",Smerinthus cerasi,Paonias myops
Paonias myops,E,M,N,NA,NA,NA,NA,NA,NA,Paonias myops," Paonias oplerorum Eitschberger, 2002",Paonias oplerorum,Paonias myops
Paonias myops,E,M,N,NA,NA,NA,NA,NA,NA,Paonias myops," Paonias hyatti Eitschberger, 2002",Paonias hyatti,Paonias myops
Paonias myops,E,M,N,NA,NA,NA,NA,NA,NA,Paonias myops," Paonias emmeli Eitschberger, 2002",Paonias emmeli,Paonias myops
Paonias myops,E,M,N,NA,NA,NA,NA,NA,NA,Paonias myops," Calasymbolus myops mccrearyi Clark, 1929",Calasymbolus myops mccrearyi,Paonias myops
Paratrytone melane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paratrytone melane
Pediasia trisecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pediasia trisecta,"Carvanca trisecta Walker, 1856",Carvanca trisecta,Pediasia trisecta
Pediasia trisecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pediasia trisecta,"Crambus biliturellus Zeller, 1874",Crambus biliturellus,Pediasia trisecta
Pediasia trisecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pediasia trisecta,"Crambus exsiccatus Zeller, 1863",Crambus exsiccatus,Pediasia trisecta
Pediasia trisecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pediasia trisecta,"Crambus interminellus Walker, 1863",Crambus interminellus,Pediasia trisecta
Pediasia trisecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pediasia trisecta,"Crambus fuscisquamellus Zeller, 1863",Crambus,Pediasia trisecta
Phigalia strigataria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apocheima strigataria,"Anisopteryx strigataria Minot, 1869",Anisopteryx strigataria,Apocheima strigataria
Phigalia strigataria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apocheima strigataria,Phigalia strigataria,Phigalia strigataria,Apocheima strigataria
Phigalia strigataria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apocheima strigataria,"Hybernia olivacearia Morrison, 1874",Hybernia olivacearia,Apocheima strigataria
Phigalia strigataria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apocheima strigataria,Apocheima strigataria,Apocheima,Apocheima strigataria
Phoberia atomaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phoberia atomaris,Phoberia orthosiodes,Phoberia orthosioides,Phoberia atomaris
Phoberia atomaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phoberia atomaris,Phoberia ingenua,Phoberia ingenua,Phoberia atomaris
Phoberia atomaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phoberia atomaris,Phoberia porrigens,Phoberia porrigens,Phoberia atomaris
Phyllodesma americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllodesma americana,"Phyllodesma americana ssp. canadensis Lajonquiére, [1969] ",Phyllodesma americana canadensis,Phyllodesma americana
Phyllodesma americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllodesma americana,"Gastropacha ferruginea Packard, [1865] ",Gastropacha ferruginea,Phyllodesma americana
Phyllodesma americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllodesma americana,"Phyllodesma americana f. clarinervata Lajonquiére, [1969] ",Phyllodesma americana,Phyllodesma americana
Phyllodesma americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllodesma americana,"Gastropacha californica Packard, 1872",Gastropacha californica,Phyllodesma americana
Phyllodesma americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllodesma americana,"Gastropacha mildei Stretch, 1872",Gastropacha mildei,Phyllodesma americana
Phyllodesma americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllodesma americana,"Gastropacha roseata Stretch, 1872",Gastropacha roseata,Phyllodesma americana
Phyllodesma americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllodesma americana,"Phyllodesma dyari Rivers, 1893",Phyllodesma dyari,Phyllodesma americana
Psaphida grotei,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copivaleria grotei,"Valeria grotei Morrison, 1874",Valeria grotei,Copivaleria grotei
Psaphida grotei,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copivaleria grotei,Psaphida grotei,Psaphida grotei,Copivaleria grotei
Psaphida grotei,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copivaleria grotei,Copivaleria grotei,Copivaleria grotei,Copivaleria grotei
Raphia frater,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphia frater,"Raphia personata (Walker, 1865)",Raphia personata,Raphia frater
Raphia frater,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphia frater,"Certila flexuosa Walker, 1865",Certila flexuosa,Raphia frater
Raphia frater,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphia frater,"Raphia frater var. coloradensis Putnam-Cramer, 1886",Raphia frater coloradensis,Raphia frater
Raphia frater,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphia frater,"Raphia pallula H. Edwards, 1886",Raphia pallula,Raphia frater
Raphia frater,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphia frater,"Raphia cinderella Smith, 1903",Raphia cinderella,Raphia frater
Raphia frater,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphia frater,"Raphia elbea Smith, 1908",Raphia elbea,Raphia frater
Raphia frater,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphia frater,"Raphia piazzi Hill, 1927",Raphia piazzi,Raphia frater
Stenalcidia pampinaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stenalcidia pampinaria
Udea rubigalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Udea rubigalis,"Scopula rubigalis Guenée, 1854",Scopula rubigalis,Udea rubigalis
Udea rubigalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Udea rubigalis," Botis harveyana Grote, 1877",Botis harveyana,Udea rubigalis
Udea rubigalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Udea rubigalis," Botys oblunalis Lederer, 1863",Botys oblinalis,Udea rubigalis
Udea rubigalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Udea rubigalis, Oeobia rubigalis (Guenée),Oeobia,Udea rubigalis
Xanthotype urticaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xanthotype urticaria,"Xanthotype turbidaria Swett, 1918",Xanthotype turbidaria,Xanthotype urticaria
Xanthotype urticaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xanthotype urticaria,"Xanthotype vagaria Swett, 1918",Xanthotype vagaria,Xanthotype urticaria
Xanthotype urticaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xanthotype urticaria,"Xanthotype watsoni Swett, 1918",Xanthotype watsoni,Xanthotype urticaria
Abaeis nicippe,E,M,D,flies year round in southern Texas and deep south,Y,,NA,NA,NA,Eurema nicippe,"Abaeis nicippe Cramer, 1779",Abaeis nicippe,Eurema nicippe
Abaeis nicippe,E,M,D,flies year round in southern Texas and deep south,Y,,NA,NA,NA,Eurema nicippe,Eurema nicippe,Eurema nicippe,Eurema nicippe
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia phalerata Harris, 1841",Arctia phalerata,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia phalerata var. incompleta Butler, 1881",Arctia phalerata,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia rhoda Butler, 1881",Arctia rhoda,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia incarnata Stretch, 1906",Arctia,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia pulcherrima Stretch, 1906",Arctia,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Apantesis naidella Strand, 1919",Apantesis naidella,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Apantesis vittatula Strand, 1919",Apantesis vittatula,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Apantesis rhodana Strand, 1919",Apantesis rhodana,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia phalerata Harris, 1841",Arctia phalerata,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia phalerata var. incompleta Butler, 1881",Arctia phalerata,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia rhoda Butler, 1881",Arctia rhoda,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia incarnata Stretch, 1906",Arctia,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia pulcherrima Stretch, 1906",Arctia,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Apantesis naidella Strand, 1919",Apantesis naidella,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Apantesis vittatula Strand, 1919",Apantesis vittatula,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Apantesis rhodana Strand, 1919",Apantesis rhodana,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia phalerata Harris, 1841",Arctia phalerata,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia phalerata var. incompleta Butler, 1881",Arctia phalerata,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia rhoda Butler, 1881",Arctia rhoda,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia incarnata Stretch, 1906",Arctia,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Arctia pulcherrima Stretch, 1906",Arctia,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Apantesis naidella Strand, 1919",Apantesis naidella,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Apantesis vittatula Strand, 1919",Apantesis vittatula,Apantesis phalerata
Apantesis phalerata,L,M,D,NA,NA,NA,NA,NA,NA,Apantesis phalerata,"Apantesis rhodana Strand, 1919",Apantesis rhodana,Apantesis phalerata
Caenurgina erechtea,,,N,NA,NA,NA,NA,NA,NA,Caenurgina erechtea,"Phalaena erechtea Cramer, 1780",Phalaena erechtea,Caenurgina erechtea
Caenurgina erechtea,,,N,NA,NA,NA,NA,NA,NA,Caenurgina erechtea,"Drasteria agricola Grote & Robinson, 1867",Drasteria agricola,Caenurgina erechtea
Caenurgina erechtea,,,N,NA,NA,NA,NA,NA,NA,Caenurgina erechtea,"Drasteria mundula Grote & Robinson, 1867",Drasteria,Caenurgina erechtea
Caenurgina erechtea,,,N,NA,NA,NA,NA,NA,NA,Caenurgina erechtea,"Poaphila narrata Walker, 1858",Poaphila,Caenurgina erechtea
Caenurgina erechtea,,,N,NA,NA,NA,NA,NA,NA,Caenurgina erechtea,"Caenurgina parva Blackmore, 1921",Caenurgina parva,Caenurgina erechtea
Caenurgina erechtea,,,N,NA,NA,NA,NA,NA,NA,Caenurgina erechtea,"Poaphila patibilis Walker, 1858",Poaphila,Caenurgina erechtea
Choristoneura rosaceana,,,N,NA,NA,NA,NA,NA,NA,Choristoneura rosaceana,"Loxotaenia rosaceana Harris, 1841",Loxotaenia rosaceana,Choristoneura rosaceana
Choristoneura rosaceana,,,N,NA,NA,NA,NA,NA,NA,Choristoneura rosaceana,Archips rosaceana,Archips rosaceana,Choristoneura rosaceana
Choristoneura rosaceana,,,N,NA,NA,NA,NA,NA,NA,Choristoneura rosaceana,Cacoecia rosaceana,Cacoecia rosaceana,Choristoneura rosaceana
Choristoneura rosaceana,,,N,NA,NA,NA,NA,NA,NA,Choristoneura rosaceana,Tortrix rosaceana,Tortrix rosaceana,Choristoneura rosaceana
Choristoneura rosaceana,,,N,NA,NA,NA,NA,NA,NA,Choristoneura rosaceana,"Lozotaenia gossypina Packard, 1869",Lozotaenia gossypiana,Choristoneura rosaceana
Choristoneura rosaceana,,,N,NA,NA,NA,NA,NA,NA,Choristoneura rosaceana,"Teras vicariana Walker, 1863",Teras vicariana,Choristoneura rosaceana
Colias harfordii,L,M,D,NA,NA,NA,NA,NA,NA,Colias harfordii,"Colias barbara H. Edwards, 1877",Colias barbara,Colias harfordii
Colias harfordii,L,M,D,NA,NA,NA,NA,NA,NA,Colias harfordii,"Eurymus hartfordii ab. weaverae Gunder, 1924",Eurymus harfordii,Colias harfordii
Colias harfordii,L,M,D,NA,NA,NA,NA,NA,NA,Colias harfordii,"Eurymus harfordii f. martini Gunder, 1931",Eurymus harfordii,Colias harfordii
Colocasia propinquilinea,P,F,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colocasia propinquilinea
Eresia mylitta,L,M,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eresia mylitta
Hesperia juba,L,M,D,NA,NA,NA,L,M,,Hesperia juba,"Pamphila juba Scudder, 1872",Pamphila juba,Hesperia juba
Hesperia juba,L,M,D,NA,NA,NA,L,M,,Hesperia juba,"Hesperia nevada Garth, 1934",Hesperia nevada,Hesperia juba
Hypsopygia olinalis,,,N,NA,NA,NA,NA,NA,NA,Hypsopygia olinalis,"Pyralis olinalis Guenée, 1854",Pyralis olinalis,Hypsopygia olinalis
Hypsopygia olinalis,,,N,NA,NA,NA,NA,NA,NA,Hypsopygia olinalis,Dolichomia olinalis,Dolichomia olinalis,Hypsopygia olinalis
Hypsopygia olinalis,,,N,NA,NA,NA,NA,NA,NA,Hypsopygia olinalis,"Asopia trentonalis Lederer, 1863",Asopia trentonalis,Hypsopygia olinalis
Hypsopygia olinalis,,,N,NA,NA,NA,NA,NA,NA,Hypsopygia olinalis,"Asopia himonialis Zeller, 1872",Asopia,Hypsopygia olinalis
Hypsopygia olinalis,,,N,NA,NA,NA,NA,NA,NA,Hypsopygia olinalis,"Herculia infimbrialis Dyar, 1908",Herculia infimbrialis,Hypsopygia olinalis
Hypsopygia olinalis,,,N,NA,NA,NA,NA,NA,NA,Hypsopygia olinalis,"Herculia olinalis (Guenée, 1854)",Herculia,Hypsopygia olinalis
Nephelodes minians,,,N,NA,NA,NA,NA,NA,NA,Nephelodes minians,Nephelodes violans,Nephelodes violans,Nephelodes minians
Nephelodes minians,,,N,NA,NA,NA,NA,NA,NA,Nephelodes minians,Nephelodes rubeolans,Nephelodes rubeolans,Nephelodes minians
Nephelodes minians,,,N,NA,NA,NA,NA,NA,NA,Nephelodes minians,Graphiphora subdolens,Graphiphora,Nephelodes minians
Nephelodes minians,,,N,NA,NA,NA,NA,NA,NA,Nephelodes minians,Graphiphora expansa,Graphiphora,Nephelodes minians
Nephelodes minians,,,N,NA,NA,NA,NA,NA,NA,Nephelodes minians,Monosca subnotata,Monosca subnotata,Nephelodes minians
Panoquina errans,L,M,D,NA,NA,NA,NA,NA,NA,Panoquina errans,"Pamphila errans Skinner, 1892",Pamphila errans,Panoquina errans
Urbanus proteus,A,M,D,,NA,,L,M,,NA,NA,NA,Urbanus proteus
Acronicta hasta,P,F,N,NA,NA,NA,NA,NA,NA,Acronicta hasta,"Acronicta furcifera Guenée, 1852",Acronicta furcifera,Acronicta hasta
Acronicta impressa,P,M,N,NA,NA,NA,NA,NA,NA,Acronicta impressa,Acronicta fasciata,Acronicta fasciata,Acronicta impressa
Acronicta impressa,P,M,N,NA,NA,NA,NA,NA,NA,Acronicta impressa,Acronicta verrilli,Acronycta verrilli,Acronicta impressa
Acronicta impressa,P,M,N,NA,NA,NA,NA,NA,NA,Acronicta impressa,Acronicta lemmeri,Acronicta lemmeri,Acronicta impressa
Acronicta impressa,P,M,N,NA,NA,NA,NA,NA,NA,Acronicta impressa,"Acronicta distans Grote, 1879",Acronicta distans,Acronicta impressa
Acronicta impressa,P,M,N,NA,NA,NA,NA,NA,NA,Acronicta impressa,"Acronicta scintillans Franclemont, 1938",Acronicta scintillans,Acronicta impressa
Acronicta impressa,P,M,N,NA,NA,NA,NA,NA,NA,Acronicta impressa,"Acronicta acla Benjamin, 1933",Acronicta acla,Acronicta impressa
Acronicta ovata,P,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acronicta ovata
Autographa precationis,L,M,N,NA,NA,NA,NA,NA,NA,Autographa precationis,Plusia precationis,Plusia precationis,Autographa precationis
Bactra verutana,,,N,NA,NA,NA,NA,NA,NA,Bactra verutana,"Bactra lanceolana var. verutana Zeller, 1875",Bactra lanceolana verutana,Bactra verutana
Bactra verutana,,,N,NA,NA,NA,NA,NA,NA,Bactra verutana,"Bactra verutana var. albipuncta Heinrich, 1926",Bactra verutana albipuncta,Bactra verutana
Bactra verutana,,,N,NA,NA,NA,NA,NA,NA,Bactra verutana,"Bactra chrysea Heinrich, 1926",Bactra chrysea,Bactra verutana
Bactra verutana,,,N,NA,NA,NA,NA,NA,NA,Bactra verutana,"Bactra dasioma Diakonoff, 1963",Bactra dasioma,Bactra verutana
Bactra verutana,,,N,NA,NA,NA,NA,NA,NA,Bactra verutana,"Capua xuthochyta Turner, 1945",Capua xuthochyta,Bactra verutana
Catocala lineella,E,U,N,NA,NA,NA,NA,NA,NA,Catocala lineella,Catocala amica lineella ,Catocala amica lineella,Catocala lineella
Catocala lineella,E,U,N,NA,NA,NA,NA,NA,NA,Catocala lineella," Catocala nerissa H. Edwards, 1880",Catocala nerissa,Catocala lineella
Catocala lineella,E,U,N,NA,NA,NA,NA,NA,NA,Catocala lineella," Catocala amica novangliae Reiff, 1916",Catocala amica novangliae,Catocala lineella
Catocala lineella,E,U,N,NA,NA,NA,NA,NA,NA,Catocala lineella," Catocala curvifascia Brower, 1936",Catocala curvifascia,Catocala lineella
Catocala lineella,E,U,N,NA,NA,NA,NA,NA,NA,Catocala lineella," Catocala melanotica Reiff, 1916",Catocala melanotica,Catocala lineella
Chlosyne nycteis,L,F,D,NA,NA,NA,L,F,,Chlosyne nycteis,Melitaea nycteis,Melitaea nycteis,Chlosyne nycteis
Chlosyne nycteis,L,F,D,NA,NA,NA,L,F,,Chlosyne nycteis,Charidryas harrisii,Charidryas harrisii,Chlosyne nycteis
Chytonix palliatricula,,,N,NA,NA,NA,NA,NA,NA,Chytonix palliatricula,"Bryophila palliatricula Guenee, 1852",Bryophila palliatricula,Chytonix palliatricula
Chytonix palliatricula,,,N,NA,NA,NA,NA,NA,NA,Chytonix palliatricula,"Apamea iaspis Guenee, 1852",Apamea,Chytonix palliatricula
Ctenucha virginica,L,M,D,NA,NA,NA,NA,NA,NA,Ctenucha virginica,Sphinx virginica,Sphinx virginica,Ctenucha virginica
Ctenucha virginica,L,M,D,NA,NA,NA,NA,NA,NA,Ctenucha virginica,Ctenucha latreillana,Ctenucha latreillana,Ctenucha virginica
Desmia funeralis,P,M,B,,Y,,NA,NA,NA,Desmia funeralis,"Pyralis funeralis Hübner, 1796",Pyralis funeralis,Desmia funeralis
Desmia funeralis,P,M,B,,Y,,NA,NA,NA,Desmia funeralis,"Desmia maculalis Westwood, 1832[citation needed]",Desmia maculalis,Desmia funeralis
Erynnis telemachus,L,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erynnis telemachus
Eutrapela clemataria,P,M,N,Year round in southern states,NA,NA,NA,NA,NA,Eutrapela clemataria,"Syndalimia Hübner, 1821",Syndalimia,Eutrapela clemataria
Eutrapela clemataria,P,M,N,Year round in southern states,NA,NA,NA,NA,NA,Eutrapela clemataria,"Abbottana Hulst, 1896",Abbottana,Eutrapela clemataria
Eutrapela clemataria,P,M,N,Year round in southern states,NA,NA,NA,NA,NA,Eutrapela clemataria,"Phalaena clemataria Smith, 1797",Phalaena clemataria,Eutrapela clemataria
Eutrapela clemataria,P,M,N,Year round in southern states,NA,NA,NA,NA,NA,Eutrapela clemataria,"Choerodes transducens Walker, 1860",Choerodes transducens,Eutrapela clemataria
Eutrapela clemataria,P,M,N,Year round in southern states,NA,NA,NA,NA,NA,Eutrapela clemataria,"Choerodes transferens Walker, 1860",Choerodes transferens,Eutrapela clemataria
Eutrapela clemataria,P,M,N,Year round in southern states,NA,NA,NA,NA,NA,Eutrapela clemataria,"Choerodes transfingens Walker, 1860",Choerodes transfingens,Eutrapela clemataria
Fabricius dorcas,E,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabricius dorcas
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Bombyx crenata Esper, 1785",Bombyx crenata,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia rurea Fabricius, 1787",Gluphisia rurea,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Bombyx crenosa Hubner, 1796",Bombyx crenosa,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia crenata danieli Kobes, 1970",Gluphisia crenata danieli,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia septentrionis Walker, 1855",Gluphisia septentrionis,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Dasychira clandestina Walker, 1861",Dasychira,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia trilineata Packard, 1864",Gluphisia trilineata,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia ridenda Edwards, 1886",Gluphisia ridenda,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia formosa Edwards, 1886",Gluphisia formosa,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia albofascia Edwards, 1886",Gluphisia albofascia,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia rupta Edwards, 1886",Gluphisia rupta,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia quinquelinea Dyar, 1892",Gluphisia quinquelinea,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia japonica Wileman, 1911",Gluphisia japonica,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia crenata ab. amurensis Grunberg, 1912",Gluphisia crenata,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia crenata ab. tartarus Schawerda, 1919",Gluphisia crenata,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia crenata ab. vertunea Derenne, 1920",Gluphisia crenata vertunea,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia crenata ab. infuscata Matsumura, 1924",Gluphisia crenata,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia septentrionis f. opaca Barnes & Benjamin, 1927",Gluphisia septentrionalis opaca,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia crenata ab. albina Lucas, 1955",Gluphisia crenata,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,"Gluphisia crenata f. variegata Lempke, 1959",Gluphisia crenata,Gluphisia crenata
Gluphisia septentrionis,P,M,N,NA,NA,NA,NA,NA,NA,Gluphisia crenata,Gluphisia crenata,Gluphisia crenata,Gluphisia crenata
Hypoprepia miniata,L,M,N,NA,NA,NA,NA,NA,NA,Hypoprepia miniata,"Lithosia miniata Kirby, 1837",Lithosia miniata,Hypoprepia miniata
Hypoprepia miniata,L,M,N,NA,NA,NA,NA,NA,NA,Hypoprepia miniata,"Gnophria vittata Harris, 1841",Gnophria vittata,Hypoprepia miniata
Lophodonta angulosa,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lophodonta angulosa
Mellilla xanthometata,,M,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mellilla xanthometata
Panthea acronyctoides,P,U,N,NA,NA,NA,NA,NA,NA,Panthea acronyctoides,"Audela acronyctoides Walker, 1861",Audela acronyctoides,Panthea acronyctoides
Panthea acronyctoides,P,U,N,NA,NA,NA,NA,NA,NA,Panthea acronyctoides,"Panthea leucomelana Morrison, 1876",Panthea leucomelana,Panthea acronyctoides
Panthea acronyctoides,P,U,N,NA,NA,NA,NA,NA,NA,Panthea acronyctoides,"Diphthera acronyctoides Walker, 1861, Draudt, 1924 in Seitz, 1924",Diphthera,Panthea acronyctoides
Panthea acronyctoides,P,U,N,NA,NA,NA,NA,NA,NA,Panthea acronyctoides,"Panthea albosuffusa McDunnough, 1937 (form)",Panthea albosuffusa,Panthea acronyctoides
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Phalaena Noctua fuliginosa Linnaeus, 1758",Phalaena fuliginosa,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Spilosoma fuliginosa fervida Staudinger, 1871",Spilosoma fuliginosa,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Phragmatobia fuliginosa lurida Rothschild, 1910",Phragmatobia fuliginosa lurida,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Phragmatobia fuliginosa meridionalis Tutt, 1904",Phragmatobia fuliginosa meridionalis,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Phragmatobia fuliginosa totirubra Vorbrodt, 1914",Phragmatobia fuliginosa,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Phragmatobia fuliginosa monticola Daniel, 1970",Phragmatobia fuliginosa monticola,Phragmatobia fuliginosa
